Client_ID,Sales_Rep_ID,Salary,DOB,AUM,Race,Gender,Occupation,Days_with_Bank,Customer_Status,Contacted_Date,Contact_Channel,Appointment Date,Product_Purchased_1,APE,UT_Volume,Product_Status,Date_Closed,Mortage_Amount
C07919,SR050,5375,8/12/1988,"$63,348",Chinese,Female,Self-Employed,1498,Appointment fixed,6 Aug 2025,Phone,18 Aug 2025,,,,,,
C13681,SR009,4677,11/12/1990,"$58,441",Malay,Male,Banker,2007,Appointment fixed,6 Aug 2025,Phone,18 Aug 2025,,,,,,
C06163,SR017,3320,8/24/1988,"$103,201",Chinese,Male,Teacher,2613,Appointment fixed,6 Aug 2025,Phone,18 Aug 2025,,,,,,
C03504,SR067,6293,12/7/1981,"$121,446",Chinese,Male,Self-Employed,2598,Appointment fixed,6 Aug 2025,Phone,18 Aug 2025,,,,,,
C10307,SR051,4680,5/28/1967,$544,Chinese,Female,Banker,2426,Appointment fixed,6 Aug 2025,Phone,18 Aug 2025,,,,,,
C12367,SR019,7951,2/5/1991,"$123,575",Chinese,Female,Student,2116,Appointment fixed,6 Aug 2025,Phone,19 Aug 2025,,,,,,
C04649,SR031,5603,4/3/1969,"$74,405",Chinese,Female,Self-Employed,2821,Appointment fixed,6 Aug 2025,Phone,19 Aug 2025,,,,,,
C12253,SR092,5414,5/17/1980,"$112,804",Indian,Female,Student,1348,Appointment fixed,6 Aug 2025,Phone,19 Aug 2025,,,,,,
C03633,SR109,4364,2/7/1985,"$109,020",Chinese,Female,Engineer,1537,Appointment fixed,6 Aug 2025,Phone,19 Aug 2025,,,,,,
C03604,SR017,5454,6/8/1964,"$123,283",Malay,Female,Teacher,1775,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C03230,SR065,2833,10/31/1979,"$102,536",Chinese,Female,Self-Employed,2137,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C02056,SR117,6976,1/16/1991,"$120,294",Chinese,Male,Nurse,2772,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C05416,SR003,0,10/2/1984,"$99,198",Chinese,Male,Self-Employed,1519,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C10556,SR064,3685,10/6/1975,"$100,781",Chinese,Male,Self-Employed,2480,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C07981,SR024,4477,9/23/1970,"$132,786",Chinese,Female,Nurse,2307,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C14524,SR094,5182,10/13/1964,"$91,848",Chinese,Male,Teacher,1080,Appointment fixed,6 Aug 2025,Phone,20 Aug 2025,,,,,,
C04141,SR057,4966,6/13/1980,151619,Chinese,Female,Banker,1931,Rejected,6 Aug 2025,Phone,,,,,,,
C12372,SR015,2438,4/7/1992,"$152,631",Chinese,Male,Nurse,399,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C05248,SR076,4003,5/23/1978,"$129,299",Chinese,Male,Manager,2848,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C10539,SR046,2659,4/26/1986,"$112,494",Chinese,Female,Engineer,1655,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C12625,SR098,4499,7/22/1976,"$133,730",Indian,Female,Accountant,737,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C06178,SR097,3330,12/4/1979,128386,Chinese,Female,Engineer,2146,Not contactable,6 Aug 2025,Phone,,,,,,,
C12582,SR077,6283,2/18/1971,"$99,410",Chinese,Male,Banker,131,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C07131,SR034,4262,1/3/1970,"$113,750",Chinese,Male,Nurse,655,Appointment fixed,6 Aug 2025,Phone,21 Aug 2025,,,,,,
C06889,SR016,2960,1/14/1995,"$88,069",Japanese,Female,Engineer,141,Appointment fixed,6 Aug 2025,Phone,22 Aug 2025,,,,,,
C08419,SR050,4596,10/14/1974,"$58,312",Chinese,Female,Engineer,1751,Appointment fixed,6 Aug 2025,Phone,22 Aug 2025,,,,,,
C04814,SR059,7346,7/19/1991,"$96,506",Chinese,Male,Manager,158,Appointment fixed,6 Aug 2025,Phone,22 Aug 2025,,,,,,
C00328,SR078,7576,2/14/1993,"$69,058",Indian,Male,Nurse,1146,Appointment fixed,6 Aug 2025,Phone,22 Aug 2025,,,,,,
C11537,SR014,3012,7/14/1970,"$113,601",Chinese,Male,Nurse,1482,Appointment fixed,6 Aug 2025,Phone,22 Aug 2025,,,,,,
C03680,SR025,6192,8/17/1978,80138,Chinese,Male,Student,723,Not contactable,6 Aug 2025,Phone,,,,,,,
C01271,SR072,5188,8/2/1978,80099,Chinese,Female,Engineer,554,Not contactable,6 Aug 2025,Phone,,,,,,,
C13138,SR120,6991,8/15/1996,"$31,789",Chinese,Female,Teacher,1073,Appointment fixed,6 Aug 2025,Phone,23 Aug 2025,,,,,,
C02369,SR062,5483,10/24/1988,"$55,589",Chinese,Male,Self-Employed,1556,Appointment fixed,6 Aug 2025,Phone,23 Aug 2025,,,,,,
C11186,SR003,6775,4/27/1975,"$98,579",Chinese,Female,Student,2584,Appointment fixed,6 Aug 2025,Phone,23 Aug 2025,,,,,,
C13339,SR038,5797,1/30/1965,"$76,959",Chinese,Female,Student,1590,Appointment fixed,6 Aug 2025,Phone,23 Aug 2025,,,,,,
C11774,SR093,4551,8/31/1976,"$52,470",Chinese,Female,Engineer,1504,Appointment fixed,6 Aug 2025,Phone,24 Aug 2025,,,,,,
C00002,SR033,2820,5/16/1976,"$143,122",Chinese,Male,Banker,2833,Appointment fixed,6 Aug 2025,Phone,24 Aug 2025,,,,,,
C01573,SR108,5373,9/13/1970,"$147,641",Chinese,Female,Student,38,Appointment fixed,6 Aug 2025,Phone,25 Aug 2025,,,,,,
C02398,SR102,3757,5/14/1964,"$44,518",Chinese,Male,Teacher,925,Appointment fixed,6 Aug 2025,Phone,25 Aug 2025,,,,,,
C02030,SR092,3653,8/13/1966,"$91,190",Chinese,Female,Banker,2881,Appointment fixed,6 Aug 2025,Phone,25 Aug 2025,,,,,,
C02486,SR029,1568,7/16/1965,"$25,497",Chinese,Female,Nurse,683,Appointment fixed,6 Aug 2025,Phone,25 Aug 2025,,,,,,
C00786,SR078,4114,7/16/1976,123614,Chinese,Male,Student,1549,Not contactable,6 Aug 2025,Phone,,,,,,,
C02261,SR079,4242,7/20/1991,"$164,266",Other,Female,Student,2364,Appointment fixed,6 Aug 2025,Phone,26 Aug 2025,,,,,,
C00070,SR032,4300,12/9/1982,"$101,304",Chinese,Female,Nurse,2982,Appointment fixed,6 Aug 2025,Phone,26 Aug 2025,,,,,,
C13101,SR043,4144,1/5/1968,"$124,572",Chinese,Female,Student,145,Appointment fixed,6 Aug 2025,Phone,26 Aug 2025,,,,,,
C04430,SR047,4952,7/16/1964,"$111,896",Chinese,Male,Teacher,685,Appointment fixed,6 Aug 2025,Phone,27 Aug 2025,,,,,,
C05825,SR041,3884,6/5/1975,"$71,402",Chinese,Female,Nurse,333,Appointment fixed,6 Aug 2025,Phone,27 Aug 2025,,,,,,
C14890,SR096,4306,6/21/1982,"$89,141",Indian,Male,Self-Employed,2390,Appointment fixed,6 Aug 2025,Phone,27 Aug 2025,,,,,,
C12815,SR079,6279,7/5/1977,"$143,192",Chinese,Male,Manager,1148,Appointment fixed,6 Aug 2025,Phone,28 Aug 2025,,,,,,
C02451,SR070,5374,7/1/1989,"$88,534",Chinese,Male,Student,1119,Appointment fixed,6 Aug 2025,Phone,28 Aug 2025,,,,,,
C10042,SR075,6227,2/24/1995,"$120,355",Other,Female,Self-Employed,426,Appointment fixed,6 Aug 2025,Phone,28 Aug 2025,,,,,,
C14137,SR051,6133,12/27/1984,"$117,714",Chinese,Male,Manager,2196,Appointment fixed,6 Aug 2025,Phone,28 Aug 2025,,,,,,
C05896,SR082,4658,10/22/1981,"$160,863",Chinese,Female,Self-Employed,1961,Appointment fixed,6 Aug 2025,Phone,28 Aug 2025,,,,,,
C14775,SR029,6933,2/24/1964,"$116,544",Other,Female,Nurse,47,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C00632,SR084,3154,12/25/1976,"$117,540",Chinese,Female,Student,541,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C09597,SR037,3083,2/20/1986,"$90,786",Malay,Female,Engineer,2802,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C08043,SR021,5396,5/19/1982,"$122,490",Chinese,Male,Self-Employed,2391,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C04238,SR053,4313,4/14/1995,"$62,778",Chinese,Male,Engineer,1214,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C00817,SR060,6093,4/19/1989,"$179,030",Chinese,Male,Nurse,912,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C11497,SR042,3828,5/3/1993,"$123,322",Indian,Female,Banker,500,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C00781,SR104,4245,7/5/1985,"$125,012",Chinese,Female,Manager,554,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C10262,SR032,4529,3/3/1974,116878,Chinese,Male,Nurse,284,Not contactable,6 Aug 2025,Phone,,,,,,,
C13158,SR010,3556,10/11/1970,"$132,316",Chinese,Female,Banker,2522,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C11604,SR091,5723,6/4/1970,"$115,918",Chinese,Female,Nurse,312,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C02858,SR104,5466,10/25/1964,"$80,213",Chinese,Female,Student,616,Appointment fixed,6 Aug 2025,Phone,29 Aug 2025,,,,,,
C08022,SR109,4515,10/22/1962,"$147,678",Chinese,Male,Engineer,2666,Appointment fixed,6 Aug 2025,Phone,30 Aug 2025,,,,,,
C14272,SR100,2392,12/23/1987,"$87,637",Chinese,Female,Manager,1057,Appointment fixed,6 Aug 2025,Phone,30 Aug 2025,,,,,,
C12886,SR087,6092,2/11/1970,125072,Indian,Male,Engineer,1737,Not contactable,6 Aug 2025,Phone,,,,,,,
C05986,SR111,1319,11/28/1969,109648,Malay,Female,Student,1778,Not contactable,6 Aug 2025,Phone,,,,,,,
C02127,SR023,5166,7/11/1969,86177,Chinese,Male,Manager,1848,Not contactable,6 Aug 2025,Phone,,,,,,,
C10319,SR050,5105,1/6/1969,102797,Chinese,Male,Self-Employed,430,Not contactable,6 Aug 2025,Phone,,,,,,,
C04200,SR099,5122,2/9/1968,46592,Malay,Male,Student,1227,Rejected,6 Aug 2025,Phone,,,,,,,
C11969,SR087,2281,8/18/1967,133423,Chinese,Male,Nurse,419,Rejected,6 Aug 2025,Phone,,,,,,,
C05304,SR029,7412,7/9/1967,181195,Chinese,Female,Teacher,1238,Not contactable,6 Aug 2025,Phone,,,,,,,
C09328,SR087,2466,7/30/1965,117708,Chinese,Female,Self-Employed,2521,Not contactable,6 Aug 2025,Phone,,,,,,,
C09192,SR058,5719,11/3/1965,"$127,445",Chinese,Male,Self-Employed,2092,No show,6 Aug 2025,Phone,5 Aug 2025,,,,,,
C10488,SR052,7679,5/23/1992,"$100,722",Chinese,Male,Banker,1371,No show,6 Aug 2025,Phone,5 Aug 2025,,,,,,
C07945,SR091,5322,4/7/1987,"$151,574",Chinese,Female,Self-Employed,1356,"Client met, not won",2 Aug 2025,Phone,5 Aug 2025,,,,,,
C10919,SR026,6105,12/7/1961,"$90,813",Chinese,Female,Teacher,1797,"Client met, not won",1 Aug 2025,Phone,5 Aug 2025,,,,,,
C02438,SR002,6161,12/14/1983,"$70,316",Chinese,Female,Engineer,267,"Client met, not won",2 Aug 2025,Phone,6 Aug 2025,,,,,,
C02998,SR057,7301,2/21/1976,"$85,093",Chinese,Female,Self-Employed,2568,"Client met, not won",4 Aug 2025,Phone,6 Aug 2025,,,,,,
C04704,SR081,4048,10/31/1990,"$103,382",Chinese,Female,Student,780,"Client met, not won",2 Aug 2025,Phone,6 Aug 2025,,,,,,
C03898,SR106,3819,10/26/1979,"$88,574",Chinese,Female,Nurse,360,"Client met, not won",6 Aug 2025,Phone,7 Aug 2025,,,,,,
C09429,SR005,4523,6/22/1995,"$106,286",Chinese,Female,Banker,2223,"Client met, not won",6 Aug 2025,Phone,8 Aug 2025,,,,,,
C05477,SR029,3072,12/31/1996,"$105,805",Chinese,Male,Engineer,1474,"Client met, not won",6 Aug 2025,Phone,8 Aug 2025,,,,,,
C05756,SR059,6675,12/11/1960,100081,Chinese,Female,Nurse,2309,Not contactable,6 Aug 2025,Phone,,,,,,,
C07169,SR120,5932,10/10/1995,131463,Chinese,Male,Banker,365,No show,6 Aug 2025,Phone,11 Aug 2025,,,,,,
C00056,SR069,7380,12/9/1983,"$101,101",Other,Male,Self-Employed,1660,"Client met, not won",6 Aug 2025,Phone,11 Aug 2025,,,,,,
C07322,SR027,7552,4/18/1960,"$80,958",Chinese,Male,Nurse,444,"Client met, not won",6 Aug 2025,Phone,11 Aug 2025,,,,,,
C07509,SR115,6616,5/21/1973,"$108,970",Chinese,Male,Manager,765,"Client met, not won",6 Aug 2025,Phone,11 Aug 2025,,,,,,
C14678,SR040,5020,6/11/1960,122850,Malay,Male,Banker,2150,Not contactable,6 Aug 2025,Phone,,,,,,,
C03745,SR078,2791,8/24/1962,"$108,802",Chinese,Female,Banker,983,"Client met, not won",6 Aug 2025,Phone,13 Aug 2025,,,,,,
C05537,SR026,4527,12/18/1997,"$135,385",Chinese,Female,Manager,984,"Client met, not won",6 Aug 2025,Phone,14 Aug 2025,,,,,,
C02671,SR060,5215,9/27/1978,87064,Malay,Male,Student,1352,No show,6 Aug 2025,Phone,14 Aug 2025,,,,,,
C01278,SR083,3941,4/2/1960,160815,Indian,Male,Teacher,1780,Not contactable,6 Aug 2025,Phone,,,,,,,
C05951,SR105,1751,3/6/1966,"$125,127",Chinese,Male,Banker,509,"Client met, not won",6 Aug 2025,Phone,15 Aug 2025,,,,,,
C08447,SR108,4043,4/6/1978,116769,Chinese,Male,Engineer,1102,No show,6 Aug 2025,Phone,15 Aug 2025,,,,,,
C13222,SR098,4999,1/12/1964,"$77,580",Chinese,Male,Banker,2745,"Client met, not won",6 Aug 2025,Phone,15 Aug 2025,,,,,,
C09418,SR022,6345,10/7/1980,"$80,790",Chinese,Male,Manager,2518,Won - closed,7 Aug 2025,Phone,11 Aug 2025,Unit Trust,,122000,Active,11 Aug 2025,
C08185,SR115,4657,3/21/1986,"$160,234",Chinese,Female,Banker,540,Won - closed,7 Aug 2025,Phone,13 Aug 2025,Unit Trust,,99000,Active,13 Aug 2025,
C05796,SR016,5030,5/15/1969,118419,Chinese,Male,Banker,1467,Not contactable,7 Aug 2025,Phone,,,,,,,
C08911,SR057,5995,12/9/1970,69360,Chinese,Female,Manager,803,Rejected,7 Aug 2025,Phone,,,,,,,
C09992,SR061,4088,8/5/1972,117839,Malay,Male,Nurse,2170,Not contactable,7 Aug 2025,Phone,,,,,,,
C07453,SR078,7636,4/29/1984,79290,Chinese,Female,Self-Employed,1905,Not contactable,7 Aug 2025,Phone,,,,,,,
C02391,SR059,5187,5/6/1988,96519,Chinese,Male,Banker,1624,Not contactable,7 Aug 2025,Phone,,,,,,,
C06154,SR004,4621,7/19/1978,147452,Chinese,Male,Banker,2551,Rejected,7 Aug 2025,Phone,,,,,,,
C11279,SR023,5204,10/14/1982,123873,Malay,Female,Engineer,2918,Not contactable,7 Aug 2025,Phone,,,,,,,
C06231,SR058,3868,7/25/1969,"$138,974",Chinese,Female,Nurse,534,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C12614,SR021,6430,6/15/1988,"$68,481",Chinese,Male,Engineer,666,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C09689,SR054,7002,7/4/1971,"$93,101",Chinese,Female,Self-Employed,277,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C03088,SR058,5322,1/10/1966,"$120,766",Chinese,Female,Teacher,1824,Appointment fixed,7 Aug 2025,Phone,15 Aug 2025,,,,,,
C06880,SR080,6033,11/11/1965,"$88,126",Chinese,Male,Student,973,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C14690,SR075,8005,9/17/1980,"$97,672",Chinese,Male,Self-Employed,369,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C11849,SR109,5934,7/2/1983,47586,Malay,Male,Teacher,2477,Not contactable,7 Aug 2025,Phone,,,,,,,
C10871,SR100,4735,5/1/1971,"$123,321",Malay,Female,Manager,2107,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C03083,SR120,4447,11/5/1985,"$80,544",Chinese,Male,Self-Employed,1780,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C11393,SR011,5168,9/11/1990,"$126,769",Chinese,Male,Teacher,1378,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C14787,SR016,3964,1/16/1998,65252,Chinese,Male,Self-Employed,1132,Rejected,7 Aug 2025,Phone,,,,,,,
C00602,SR021,3261,10/26/1997,121592,Chinese,Female,Teacher,2236,Not contactable,7 Aug 2025,Phone,,,,,,,
C00898,SR097,5825,7/28/1962,"$137,032",Japanese,Male,Student,1002,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C10615,SR072,4296,12/3/1987,"$63,968",Chinese,Male,Self-Employed,2802,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C00757,SR113,6091,4/7/1984,"$101,125",Chinese,Female,Nurse,2175,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C00811,SR117,4101,1/16/1986,"$66,159",Chinese,Female,Engineer,1948,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C00142,SR067,5134,7/30/1987,"$114,465",Malay,Male,Banker,2896,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C01772,SR015,6838,8/3/1988,"$79,108",Chinese,Male,Nurse,2608,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C13156,SR060,5288,6/5/1985,"$75,890",Chinese,Female,Student,1948,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C02532,SR110,6029,9/5/1996,78498,Chinese,Female,Engineer,2242,Rejected,7 Aug 2025,Phone,,,,,,,
C02816,SR004,6495,6/2/1967,"$69,808",Chinese,Female,Nurse,2948,Appointment fixed,7 Aug 2025,Phone,10 Aug 2025,,,,,,
C05793,SR022,4834,2/1/1969,"$102,793",Chinese,Male,Banker,2358,Appointment fixed,7 Aug 2025,Phone,11 Aug 2025,,,,,,
C08237,SR117,4017,4/14/1982,"$93,747",Japanese,Female,Engineer,389,Appointment fixed,7 Aug 2025,Phone,11 Aug 2025,,,,,,
C14637,SR104,4495,12/14/1995,86088,Chinese,Male,Student,1178,Not contactable,7 Aug 2025,Phone,,,,,,,
C12444,SR035,2964,8/23/1984,"$139,330",Chinese,Male,Teacher,1425,Appointment fixed,7 Aug 2025,Phone,11 Aug 2025,,,,,,
C06577,SR100,5355,12/9/1964,"$82,247",Chinese,Female,Teacher,2357,Appointment fixed,7 Aug 2025,Phone,11 Aug 2025,,,,,,
C14256,SR050,3599,10/15/1983,"$85,735",Chinese,Female,Banker,2670,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C03212,SR102,5359,8/28/1984,"$122,582",Chinese,Female,Nurse,359,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C10453,SR056,6282,11/6/1981,"$114,946",Chinese,Female,Nurse,1515,Appointment fixed,7 Aug 2025,Phone,12 Aug 2025,,,,,,
C01669,SR088,6124,4/23/1981,"$66,820",Chinese,Female,Teacher,254,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C07386,SR010,1949,3/31/1970,"$88,329",Malay,Female,Banker,2711,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C14419,SR021,5522,11/10/1963,"$104,828",Chinese,Female,Self-Employed,1142,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C10002,SR068,2208,5/24/1984,"$122,454",Indian,Male,Banker,907,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C07374,SR031,4596,5/7/1976,"$79,649",Chinese,Male,Nurse,2708,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C07001,SR030,0,2/14/1978,"$105,775",Chinese,Female,Banker,425,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C08819,SR044,3585,7/3/1985,"$151,958",Chinese,Female,Nurse,2340,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C05143,SR004,5354,5/29/1992,168448,Chinese,Male,Self-Employed,2572,Not contactable,7 Aug 2025,Phone,,,,,,,
C12157,SR059,4078,10/19/1975,"$114,340",Chinese,Female,Teacher,1302,Appointment fixed,7 Aug 2025,Phone,13 Aug 2025,,,,,,
C12964,SR074,4273,8/8/1991,59316,Chinese,Male,Banker,752,Rejected,7 Aug 2025,Phone,,,,,,,
C09203,SR105,3892,12/30/1985,"$81,809",Chinese,Male,Student,620,Appointment fixed,7 Aug 2025,Phone,14 Aug 2025,,,,,,
C10123,SR116,4578,11/13/1978,"$87,646",Chinese,Female,Self-Employed,870,Appointment fixed,7 Aug 2025,Phone,14 Aug 2025,,,,,,
C00498,SR062,5936,11/20/1970,"$113,125",Chinese,Female,Banker,2760,Appointment fixed,7 Aug 2025,Phone,14 Aug 2025,,,,,,
C07921,SR001,4830,2/2/1990,52819,Chinese,Male,Banker,169,Not contactable,7 Aug 2025,Phone,,,,,,,
C13886,SR103,5259,4/14/1985,"$98,029",Chinese,Male,Self-Employed,2943,Appointment fixed,7 Aug 2025,Phone,15 Aug 2025,,,,,,
C09633,SR052,3966,10/15/1992,"$99,022",Chinese,Female,Student,2590,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C04620,SR112,5789,5/9/1988,83206,Chinese,Male,Self-Employed,1166,Not contactable,7 Aug 2025,Phone,,,,,,,
C12422,SR061,4292,5/25/1976,"$121,178",Japanese,Male,Self-Employed,91,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C03961,SR020,4692,4/6/1979,"$37,199",Chinese,Female,Engineer,1324,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C14282,SR071,6321,8/15/1988,"$96,078",Chinese,Female,Teacher,1521,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C09213,SR102,6020,3/29/1988,"$91,231",Indian,Female,Student,1836,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C11945,SR044,3685,9/22/1969,"$91,078",Chinese,Male,Teacher,2416,Appointment fixed,7 Aug 2025,Phone,16 Aug 2025,,,,,,
C06386,SR022,5793,3/20/1987,97821,Chinese,Female,Manager,2826,Not contactable,7 Aug 2025,Phone,,,,,,,
C02769,SR097,3657,3/20/1974,"$121,726",Indian,Female,Self-Employed,2924,Appointment fixed,7 Aug 2025,Phone,17 Aug 2025,,,,,,
C10611,SR024,4643,6/3/1992,"$109,706",Korean,Female,Nurse,1839,Appointment fixed,7 Aug 2025,Phone,17 Aug 2025,,,,,,
C00870,SR106,7201,2/26/1971,"$118,578",Malay,Female,Manager,1641,Appointment fixed,7 Aug 2025,Phone,17 Aug 2025,,,,,,
C12950,SR053,5997,10/18/1965,"$147,272",Chinese,Male,Engineer,201,Appointment fixed,7 Aug 2025,Phone,17 Aug 2025,,,,,,
C00165,SR056,3029,6/9/1965,"$152,110",Chinese,Male,Self-Employed,2733,Appointment fixed,7 Aug 2025,Phone,17 Aug 2025,,,,,,
C09807,SR019,5547,10/9/1979,"$63,380",Chinese,Female,Nurse,1156,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C06878,SR011,5208,1/21/1993,"$149,030",Japanese,Male,Teacher,1198,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C06824,SR119,3474,5/14/1975,"$112,892",Chinese,Male,Banker,2419,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C12394,SR064,5527,9/1/1984,107630,Chinese,Male,Manager,2514,Not contactable,7 Aug 2025,Phone,,,,,,,
C03206,SR049,4873,6/1/1967,"$126,506",Chinese,Female,Self-Employed,2782,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C14209,SR001,5840,4/22/1967,"$157,166",Chinese,Female,Self-Employed,1474,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C12579,SR093,4020,8/14/1984,78261,Malay,Male,Teacher,672,Not contactable,7 Aug 2025,Phone,,,,,,,
C03465,SR082,4529,1/21/1966,"$124,572",Chinese,Male,Banker,2465,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C06022,SR075,5576,6/12/1965,"$79,737",Chinese,Female,Self-Employed,1695,Appointment fixed,7 Aug 2025,Phone,18 Aug 2025,,,,,,
C01958,SR033,4970,5/17/1993,"$90,091",Chinese,Female,Manager,1054,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C06990,SR002,5602,4/26/1985,"$135,995",Indian,Female,Banker,1311,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C00519,SR115,5113,11/16/1984,"$49,196",Chinese,Male,Manager,1331,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C02734,SR112,3612,3/9/1975,"$96,764",Chinese,Male,Teacher,1101,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C07110,SR011,5911,3/3/1975,"$118,224",Other,Male,Student,2771,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C00065,SR019,3966,8/18/1983,164111,Indian,Male,Nurse,415,Not contactable,7 Aug 2025,Phone,,,,,,,
C09507,SR031,2993,3/31/1965,"$148,680",Chinese,Female,Engineer,2870,Appointment fixed,7 Aug 2025,Phone,19 Aug 2025,,,,,,
C04662,SR027,6882,10/10/1989,"$65,905",Chinese,Male,Nurse,125,Appointment fixed,7 Aug 2025,Phone,20 Aug 2025,,,,,,
C11069,SR051,6341,4/19/1986,"$72,567",Chinese,Male,Nurse,2092,Appointment fixed,7 Aug 2025,Phone,20 Aug 2025,,,,,,
C05433,SR061,5888,3/5/1991,"$145,117",Chinese,Male,Nurse,2914,Appointment fixed,7 Aug 2025,Phone,20 Aug 2025,,,,,,
C07747,SR098,2451,7/21/1970,"$119,206",Chinese,Male,Nurse,2965,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C13612,SR055,6048,2/5/1983,"$93,236",Chinese,Male,Engineer,2766,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C09362,SR005,8494,9/27/1979,"$122,289",Chinese,Female,Teacher,2304,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C01176,SR086,9061,5/14/1992,"$92,358",Chinese,Male,Engineer,1077,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C07525,SR076,2486,6/26/1981,"$109,527",Chinese,Female,Self-Employed,965,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C05644,SR029,6186,2/2/1978,"$106,924",Other,Male,Banker,819,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
C09771,SR052,4262,3/14/1971,"$45,842",Indian,Female,Banker,2444,Appointment fixed,7 Aug 2025,Phone,21 Aug 2025,,,,,,
